run_name,source,benchmark,threads,dynamic,program_id,duration_ms,mops_total,init_ms,mops_per_thread,total_threads,avail_threads,operation_type,pid,mode,rep
run_7,dual,EP,2,True,1,44310,193.85,,96.92,2,2,Random numbers generated,10777,dynamic=true,1
run_7,dual,EP,2,True,2,68050,126.22,,126.22,1,2,Random numbers generated,10780,dynamic=true,2
run_7,dual,EP,4,True,1,36540,235.06,,117.53,2,4,Random numbers generated,24699,dynamic=true,1
run_7,dual,EP,4,True,2,20970,409.66,,102.41,4,4,Random numbers generated,24697,dynamic=true,2
run_7,dual,EP,8,True,1,19280,445.53,,111.38,4,8,Random numbers generated,29309,dynamic=true,1
run_7,dual,EP,8,True,2,11410,753.03,,94.13,8,8,Random numbers generated,29310,dynamic=true,2
run_7,dual,EP,16,True,1,6330,1357.14,,84.82,16,16,Random numbers generated,41435,dynamic=true,1
run_7,dual,EP,16,True,2,9720,883.64,,110.46,8,16,Random numbers generated,41437,dynamic=true,2
run_7,dual,EP,32,True,1,3180,2701.04,,84.41,32,32,Random numbers generated,46987,dynamic=true,1
run_7,dual,EP,32,True,2,4920,1746.39,,109.15,16,32,Random numbers generated,46988,dynamic=true,2
run_8,dual,EP,2,False,1,56130,153.03,,76.52,2,2,Random numbers generated,19489,dynamic=false,1
run_8,dual,EP,2,False,2,56140,153.02,,76.51,2,2,Random numbers generated,19491,dynamic=false,2
run_8,dual,EP,4,False,1,28260,303.91,,75.98,4,4,Random numbers generated,25190,dynamic=false,1
run_8,dual,EP,4,False,2,28440,302.07,,75.52,4,4,Random numbers generated,25192,dynamic=false,2
run_8,dual,EP,8,False,1,14280,601.33,,75.17,8,8,Random numbers generated,29762,dynamic=false,1
run_8,dual,EP,8,False,2,14380,597.45,,74.68,8,8,Random numbers generated,29761,dynamic=false,2
run_8,dual,EP,16,False,1,7310,1175.77,,73.49,16,16,Random numbers generated,41967,dynamic=false,1
run_8,dual,EP,16,False,2,7240,1187.1,,74.19,16,16,Random numbers generated,41966,dynamic=false,2
run_8,dual,EP,32,False,1,3680,2337.36,,73.04,32,32,Random numbers generated,47534,dynamic=false,1
run_8,dual,EP,32,False,2,3670,2337.93,,73.06,32,32,Random numbers generated,47535,dynamic=false,2
run_8,dual,EP,2,True,1,69000,124.49,,124.49,1,2,Random numbers generated,19490,dynamic=true,1
run_8,dual,EP,2,True,2,43050,199.52,,99.76,2,2,Random numbers generated,19492,dynamic=true,2
run_8,dual,EP,4,True,1,35620,241.17,,120.58,2,4,Random numbers generated,25188,dynamic=true,1
run_8,dual,EP,4,True,2,21900,392.25,,98.06,4,4,Random numbers generated,25191,dynamic=true,2
run_8,dual,EP,8,True,1,10520,816.7,,102.09,8,8,Random numbers generated,29760,dynamic=true,1
run_8,dual,EP,8,True,2,19070,450.51,,112.63,4,8,Random numbers generated,29759,dynamic=true,2
run_8,dual,EP,16,True,1,5810,1479.4,,92.46,16,16,Random numbers generated,41968,dynamic=true,1
run_8,dual,EP,16,True,2,9270,926.4,,115.8,8,16,Random numbers generated,41969,dynamic=true,2
run_8,dual,EP,32,True,1,4810,1784.88,,111.56,16,32,Random numbers generated,47532,dynamic=true,1
run_8,dual,EP,32,True,2,3220,2664.6,,83.27,32,32,Random numbers generated,47533,dynamic=true,2
run_9,dual,EP,2,False,1,56200,152.86,,76.43,2,2,Random numbers generated,20322,dynamic=false,1
run_9,dual,EP,2,False,2,56140,153.0,,76.5,2,2,Random numbers generated,20324,dynamic=false,2
run_9,dual,EP,4,False,1,28480,301.58,,75.4,4,4,Random numbers generated,25765,dynamic=false,1
run_9,dual,EP,4,False,2,28330,303.16,,75.79,4,4,Random numbers generated,25768,dynamic=false,2
run_9,dual,EP,8,False,1,14510,592.15,,74.02,8,8,Random numbers generated,30245,dynamic=false,1
run_9,dual,EP,8,False,2,14170,606.2,,75.77,8,8,Random numbers generated,30243,dynamic=false,2
run_9,dual,EP,16,False,1,7140,1203.83,,75.24,16,16,Random numbers generated,42342,dynamic=false,1
